"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:49:56:550","5944477915144","2335.164","   3.380"," 1979"," 1200"," 2600"," 1982","   2.183","21110.241","5863.956","   1.463","15570.387","4325.107"," 46","0"," 43"," 49","   0.673","3441.728"," 956.036","  45.000","    0","    0"
"19:49:57:540","5946664158974","2336.154","   3.438"," 2076"," 1200"," 2600"," 2088","   2.305","21112.523","5864.590","   1.559","15571.930","4325.536"," 47","0"," 43"," 51","   0.688","3442.410"," 956.225","  45.000","    0","    0"
"19:49:58:530","5948850573242","2337.144","   3.387"," 1957"," 1200"," 2600"," 1964","   2.136","21114.638","5865.177","   1.465","15573.381","4325.939"," 46","0"," 43"," 49","   0.664","3443.067"," 956.408","  45.000","    0","    0"
"19:49:59:522","5951038869324","2338.135","   3.625"," 1903"," 1200"," 2600"," 1913","   2.224","21116.841","5865.789","   1.463","15574.831","4326.342"," 47","0"," 43"," 50","   0.679","3443.740"," 956.594","  45.000","    0","    0"
"19:50:00:512","5953224770004","2339.125","   4.596"," 2154"," 1200"," 2600"," 2165","   2.781","21119.595","5866.554","   2.052","15576.862","4326.906"," 52","0"," 43"," 52","   0.694","3444.427"," 956.785","  45.000","    0","    0"
"19:50:01:503","5955412853696","2340.116","   4.192"," 2239"," 1200"," 2700"," 2244","   2.782","21122.352","5867.320","   2.076","15578.920","4327.478"," 46","0"," 43"," 52","   0.670","3445.091"," 956.970","  45.000","    0","    0"
"19:50:02:494","5957601105938","2341.107","   3.561"," 2079"," 1200"," 2700"," 2086","   2.211","21124.543","5867.929","   1.514","15580.420","4327.894"," 47","0"," 42"," 50","   0.679","3445.764"," 957.157","  45.000","    0","    0"
"19:50:03:485","5959789365776","2342.099","   3.148"," 2028"," 1200"," 2600"," 2033","   2.082","21126.607","5868.502","   1.390","15581.798","4328.277"," 45","0"," 43"," 49","   0.682","3446.440"," 957.344","  45.000","    0","    0"
"19:50:04:476","5961977612522","2343.090","   8.869"," 2469"," 1200"," 2700"," 2477","   5.824","21132.379","5870.105","   4.793","15586.548","4329.597"," 46","0"," 43"," 51","   0.766","3447.199"," 957.555","  45.000","    0","    0"
"19:50:05:467","5964165747574","2344.081","   3.141"," 1998"," 1200"," 2600"," 2007","   2.093","21134.453","5870.681","   1.385","15587.920","4329.978"," 46","0"," 43"," 51","   0.676","3447.869"," 957.741","  45.000","    0","    0"
"19:50:06:458","5966353997774","2345.072","   4.163"," 2149"," 1200"," 2600"," 2156","   2.678","21137.107","5871.419","   1.988","15589.890","4330.525"," 46","0"," 43"," 53","   0.656","3448.519"," 957.922","  45.000","    0","    0"
"19:50:07:449","5968542316536","2346.063","   3.529"," 2171"," 1200"," 2600"," 2179","   2.378","21139.464","5872.073","   1.719","15591.594","4330.998"," 46","0"," 42"," 51","   0.658","3449.171"," 958.103","  45.000","    0","    0"
"19:50:08:439","5970728851232","2347.053","   3.838"," 1871"," 1200"," 2600"," 1879","   2.356","21141.798","5872.722","   1.578","15593.156","4331.432"," 46","0"," 42"," 49","   0.711","3449.875"," 958.299","  45.000","    0","    0"
"19:50:09:430","5972917109664","2348.044","   3.799"," 2041"," 1200"," 2600"," 2047","   2.384","21144.160","5873.378","   1.656","15594.797","4331.888"," 45","0"," 42"," 48","   0.686","3450.555"," 958.487","  45.000","    0","    0"
"19:50:10:420","5975103244176","2349.034","   3.652"," 2123"," 1200"," 2600"," 2136","   2.394","21146.530","5874.036","   1.667","15596.448","4332.347"," 47","0"," 42"," 51","   0.669","3451.218"," 958.672","  45.000","    0","    0"
"19:50:11:411","5977291527668","2350.025","  10.222"," 1827"," 1200"," 2600"," 1836","   4.620","21151.109","5875.308","   3.504","15599.921","4333.311"," 46","0"," 43"," 51","   0.773","3451.984"," 958.884","  45.000","    0","    0"
"19:50:12:401","5979477467080","2351.015","  34.874"," 2466"," 1200"," 2600"," 2473","  11.395","21162.390","5878.442","  10.262","15610.081","4336.133"," 62","0"," 43"," 63","   1.002","3452.976"," 959.160","  45.000","    0","    0"
"19:50:13:392","5981663606626","2352.005","  64.011"," 2430"," 1200"," 2600"," 2438","  21.083","21183.264","5884.240","  19.548","15629.435","4341.510"," 58","0"," 47"," 65","   1.301","3454.264"," 959.518","  45.000","    0","    0"
"19:50:14:382","5983849692898","2352.995","  29.938"," 1998"," 1200"," 2600"," 2010","  10.723","21193.881","5887.189","   9.375","15638.717","4344.088"," 52","0"," 46"," 58","   0.932","3455.186"," 959.774","  45.000","    0","    0"
"19:50:15:372","5986035841898","2353.986","   6.700"," 2375"," 1200"," 2600"," 2384","   4.368","21198.206","5888.391","   3.422","15642.105","4345.029"," 48","0"," 44"," 53","   0.749","3455.928"," 959.980","  45.000","    0","    0"
"19:50:16:362","5988221879492","2354.976","   3.357"," 1904"," 1200"," 2600"," 1912","   2.057","21200.243","5888.956","   1.364","15643.456","4345.404"," 47","0"," 43"," 49","   0.663","3456.584"," 960.162","  45.000","    0","    0"
"19:50:17:353","5990410152606","2355.967","   3.732"," 1981"," 1200"," 2600"," 1987","   2.291","21202.513","5889.587","   1.582","15645.024","4345.840"," 47","0"," 43"," 49","   0.684","3457.261"," 960.350","  45.000","    0","    0"
"19:50:18:344","5992598398928","2356.958","   4.407"," 1992"," 1200"," 2600"," 1999","   2.732","21205.220","5890.339","   1.875","15646.882","4346.356"," 47","0"," 43"," 50","   0.715","3457.970"," 960.547","  45.000","    0","    0"
"19:50:19:335","5994786655492","2357.949","   3.466"," 2059"," 1200"," 2600"," 2070","   2.101","21207.302","5890.917","   1.478","15648.347","4346.763"," 47","0"," 43"," 49","   0.661","3458.626"," 960.729","  45.000","    0","    0"
"19:50:20:326","5996973817482","2358.939","   4.591"," 1760"," 1200"," 2700"," 1764","   2.360","21209.640","5891.567","   1.627","15649.958","4347.211"," 51","0"," 43"," 52","   0.655","3459.274"," 960.909","  45.000","    0","    0"
"19:50:21:316","5999161109584","2359.930","   3.905"," 1959"," 1200"," 2600"," 1969","   2.464","21212.081","5892.245","   1.636","15651.578","4347.661"," 47","0"," 43"," 51","   0.700","3459.968"," 961.102","  45.000","    0","    0"
"19:50:22:307","6001349382658","2360.921","   3.006"," 1915"," 1200"," 2600"," 1923","   1.926","21213.990","5892.775","   1.264","15652.831","4348.008"," 46","0"," 43"," 51","   0.658","3460.620"," 961.283","  45.000","    0","    0"
"19:50:23:298","6003537531902","2361.912","   3.929"," 1882"," 1200"," 2700"," 1886","   2.388","21216.357","5893.432","   1.568","15654.384","4348.440"," 47","0"," 43"," 51","   0.703","3461.316"," 961.477","  45.000","    0","    0"
"19:50:24:289","6005725794972","2362.903","   2.897"," 2004"," 1200"," 2600"," 2011","   1.944","21218.283","5893.968","   1.278","15655.651","4348.792"," 46","0"," 43"," 49","   0.661","3461.971"," 961.659","  45.000","    0","    0"
"19:50:25:280","6007914054348","2363.894","   3.208"," 1959"," 1200"," 2600"," 1967","   2.093","21220.357","5894.544","   1.366","15657.005","4349.168"," 46","0"," 43"," 51","   0.683","3462.648"," 961.847","  45.000","    0","    0"
"19:50:26:271","6010102259520","2364.885","   2.765"," 2077"," 1200"," 2600"," 2080","   1.892","21222.232","5895.065","   1.296","15658.290","4349.525"," 46","0"," 42"," 51","   0.645","3463.287"," 962.024","  45.000","    0","    0"
"19:50:27:263","6012290519418","2365.876","   3.049"," 2079"," 1200"," 2600"," 2090","   2.074","21224.288","5895.636","   1.385","15659.662","4349.906"," 47","0"," 42"," 50","   0.668","3463.949"," 962.208","  45.000","    0","    0"
"19:50:28:253","6014477894662","2366.867","   3.159"," 1994"," 1200"," 2600"," 2004","   2.052","21226.321","5896.200","   1.383","15661.033","4350.287"," 46","0"," 43"," 51","   0.658","3464.601"," 962.389","  45.000","    0","    0"
"19:50:29:244","6016666143408","2367.858","   2.830"," 1965"," 1200"," 2600"," 1970","   1.958","21228.261","5896.739","   1.257","15662.279","4350.633"," 46","0"," 42"," 51","   0.670","3465.265"," 962.574","  45.000","    0","    0"
"19:50:30:234","6018852091338","2368.848","   8.745"," 2023"," 1200"," 2700"," 2034","   3.846","21232.069","5897.797","   2.953","15665.203","4351.445"," 49","0"," 43"," 51","   0.709","3465.967"," 962.769","  45.000","    0","    0"
"19:50:31:225","6021040376206","2369.839","   4.249"," 1852"," 1200"," 2600"," 1861","   2.380","21234.428","5898.452","   1.609","15666.797","4351.888"," 45","0"," 43"," 51","   0.686","3466.647"," 962.957","  45.000","    0","    0"
"19:50:32:216","6023228444694","2370.830","   2.822"," 2049"," 1200"," 2700"," 2060","   1.978","21236.387","5898.996","   1.284","15668.070","4352.242"," 46","0"," 42"," 49","   0.665","3467.306"," 963.140","  45.000","    0","    0"
"19:50:33:207","6025416698206","2371.821","   6.112"," 2089"," 1200"," 2600"," 2097","   3.457","21239.813","5899.948","   2.641","15670.687","4352.968"," 46","0"," 42"," 51","   0.721","3468.021"," 963.339","  45.000","    0","    0"
"19:50:34:198","6027602968064","2372.811","   2.882"," 1990"," 1200"," 2600"," 1996","   1.908","21241.702","5900.473","   1.281","15671.955","4353.321"," 47","0"," 42"," 50","   0.647","3468.661"," 963.517","  45.000","  350","  333"
"19:50:35:188","6029789038210","2373.802","   3.082"," 2024"," 1200"," 2600"," 2035","   2.020","21243.702","5901.028","   1.342","15673.284","4353.690"," 47","0"," 42"," 51","   0.670","3469.324"," 963.701","  45.000","  350","  333"
"19:50:36:178","6031975139856","2374.792","   2.754"," 2002"," 1200"," 2700"," 2007","   1.792","21245.476","5901.521","   1.185","15674.457","4354.016"," 46","0"," 42"," 49","   0.652","3469.970"," 963.880","  45.000","    0","    0"
"19:50:37:169","6034163431100","2375.783","   2.724"," 2025"," 1200"," 2600"," 2030","   1.801","21247.261","5902.017","   1.200","15675.646","4354.346"," 45","0"," 42"," 49","   0.637","3470.601"," 964.056","  45.000","    0","    0"
"19:50:38:160","6036351604044","2376.774","   3.286"," 2074"," 1200"," 2600"," 2085","   2.237","21249.478","5902.633","   1.496","15677.129","4354.758"," 46","0"," 42"," 49","   0.683","3471.278"," 964.244","  45.000","    0","    0"
"19:50:39:151","6038539845406","2377.765","   4.149"," 1918"," 1200"," 2700"," 1928","   2.437","21251.893","5903.304","   1.639","15678.753","4355.209"," 45","0"," 42"," 51","   0.724","3471.996"," 964.443","  45.000","    0","    0"
"19:50:40:141","6040725998826","2378.755","   3.264"," 1984"," 1200"," 2600"," 1996","   2.131","21254.002","5903.890","   1.429","15680.169","4355.602"," 46","0"," 42"," 48","   0.669","3472.659"," 964.627","  45.000","    0","    0"
"19:50:41:132","6042914279880","2379.746","   3.589"," 2092"," 1200"," 2600"," 2102","   2.393","21256.374","5904.548","   1.659","15681.813","4356.059"," 45","0"," 42"," 51","   0.677","3473.330"," 964.814","  45.000","    0","    0"
"19:50:42:123","6045102514290","2380.737","   2.480"," 2028"," 1200"," 2600"," 2034","   1.690","21258.049","5905.014","   1.135","15682.938","4356.372"," 45","0"," 42"," 51","   0.632","3473.957"," 964.988","  45.000","    0","    0"
"19:50:43:114","6047290714112","2381.728","   3.578"," 2036"," 1200"," 2600"," 2040","   2.395","21260.422","5905.673","   1.621","15684.544","4356.818"," 44","0"," 42"," 49","   0.688","3474.639"," 965.177","  45.000","    0","    0"
"19:50:44:105","6049478948364","2382.719","   2.312"," 1984"," 1200"," 2600"," 1998","   1.604","21262.011","5906.114","   1.077","15685.611","4357.114"," 45","0"," 42"," 48","   0.615","3475.248"," 965.347","  45.000","    0","    0"
"19:50:45:095","6051665072572","2383.709","   2.722"," 2021"," 1200"," 2600"," 2030","   1.800","21263.793","5906.609","   1.227","15686.827","4357.452"," 45","0"," 42"," 50","   0.630","3475.872"," 965.520","  45.000","    0","    0"
"19:50:46:086","6053853355778","2384.700","   3.427"," 2189"," 1200"," 2600"," 2194","   2.409","21266.181","5907.272","   1.656","15688.467","4357.908"," 44","0"," 42"," 48","   0.687","3476.552"," 965.709","  45.000","    0","    0"
"19:50:47:077","6056039789016","2385.691","   2.576"," 1812"," 1200"," 2600"," 1828","   1.572","21267.737","5907.705","   1.014","15689.471","4358.186"," 46","0"," 41"," 48","   0.622","3477.168"," 965.880","  45.000","    0","    0"
"19:50:48:068","6058228056484","2386.682","   2.784"," 2108"," 1200"," 2600"," 2116","   1.953","21269.672","5908.242","   1.321","15690.780","4358.550"," 44","0"," 42"," 49","   0.651","3477.812"," 966.059","  45.000","    0","    0"
"19:50:49:058","6060414337630","2387.672","   3.172"," 2014"," 1200"," 2700"," 2027","   2.056","21271.708","5908.808","   1.411","15692.177","4358.938"," 47","0"," 41"," 50","   0.648","3478.454"," 966.237","  45.000","  350","  333"
"19:50:50:048","6062600611248","2388.662","  15.232"," 2474"," 1200"," 2700"," 2480","   7.610","21279.243","5910.901","   6.230","15698.346","4360.652"," 47","0"," 42"," 57","   1.032","3479.476"," 966.521","  45.000","    0","    0"
"19:50:51:039","6064788749376","2389.653","  12.758"," 2580"," 1200"," 2600"," 2587","   8.415","21287.583","5913.217","   7.203","15705.484","4362.634"," 53","0"," 44"," 56","   0.743","3480.212"," 966.726","  45.000","    0","    0"
"19:50:52:029","6066975376538","2390.643","  29.143"," 2593"," 1200"," 2600"," 2599","  15.247","21302.682","5917.412","  13.862","15719.211","4366.448"," 57","0"," 44"," 58","   1.076","3481.278"," 967.022","  45.000","    0","    0"
"19:50:53:020","6069161934616","2391.634","  17.142"," 2591"," 1200"," 2600"," 2597","  10.331","21312.913","5920.254","   9.094","15728.217","4368.949"," 51","0"," 44"," 58","   0.815","3482.085"," 967.246","  45.000","    0","    0"
"19:50:54:011","6071350118468","2392.625","  11.592"," 2594"," 2300"," 2600"," 2600","   7.760","21320.603","5922.390","   6.633","15734.790","4370.775"," 50","0"," 45"," 55","   0.690","3482.768"," 967.436","  45.000","    0","    0"
"19:50:55:001","6073536062414","2393.615","  27.498"," 2594"," 2500"," 2600"," 2600","  14.585","21335.042","5926.401","  12.998","15747.658","4374.349"," 57","0"," 45"," 59","   1.086","3483.843"," 967.734","  45.000","    0","    0"
"19:50:55:991","6075722241978","2394.605","  19.232"," 2594"," 2100"," 2600"," 2600","  11.407","21346.336","5929.538","   9.818","15757.379","4377.050"," 52","0"," 45"," 58","   1.046","3484.879"," 968.022","  45.000","    0","    0"
"19:50:56:982","6077910524544","2395.596","  15.374"," 2494"," 1200"," 2700"," 2501","   8.519","21354.779","5931.883","   7.327","15764.640","4379.067"," 52","0"," 45"," 55","   0.926","3485.797"," 968.277","  45.000","    0","    0"
"19:50:57:972","6080096517164","2396.586","  38.724"," 2590"," 1200"," 2600"," 2596","  18.375","21372.971","5936.936","  16.809","15781.282","4383.690"," 53","0"," 47"," 62","   1.342","3487.125"," 968.646","  45.000","    0","    0"
"19:50:58:962","6082283194448","2397.576","   6.082"," 2106"," 1200"," 2600"," 2112","   3.354","21376.293","5937.859","   2.587","15783.845","4384.401"," 47","0"," 44"," 54","   0.711","3487.830"," 968.842","  45.000","  350","  333"
"19:50:59:953","6084470528550","2398.567","   5.855"," 1961"," 1200"," 2600"," 1970","   3.231","21379.493","5938.748","   2.333","15786.155","4385.043"," 46","0"," 44"," 52","   0.739","3488.562"," 969.045","  45.000","    0","    0"
"19:51:00:944","6086658790738","2399.558","   5.718"," 2066"," 1200"," 2700"," 2073","   3.311","21382.774","5939.660","   2.462","15788.595","4385.721"," 47","0"," 44"," 51","   0.716","3489.272"," 969.242","  45.000","    0","    0"
"19:51:01:935","6088847034238","2400.549","   3.699"," 2067"," 1200"," 2600"," 2072","   2.346","21385.099","5940.305","   1.637","15790.218","4386.172"," 46","0"," 43"," 52","   0.687","3489.953"," 969.431","  45.000","    0","    0"
"19:51:02:925","6091033431240","2401.539","   3.686"," 1898"," 1200"," 2600"," 1911","   2.147","21387.225","5940.896","   1.454","15791.658","4386.572"," 47","0"," 43"," 51","   0.679","3490.625"," 969.618","  45.000","    0","    0"
"19:51:03:916","6093221745556","2402.530","   3.300"," 1985"," 1200"," 2600"," 1990","   2.045","21389.252","5941.459","   1.404","15793.049","4386.958"," 47","0"," 43"," 51","   0.655","3491.275"," 969.798","  45.000","    0","    0"
"19:51:04:908","6095409969944","2403.521","   3.250"," 1940"," 1200"," 2700"," 1951","   2.059","21391.292","5942.026","   1.380","15794.417","4387.338"," 46","0"," 43"," 51","   0.668","3491.936"," 969.982","  45.000","    0","    0"
"19:51:05:898","6097596716992","2404.512","   3.358"," 1980"," 1200"," 2700"," 1993","   2.119","21393.391","5942.608","   1.438","15795.841","4387.734"," 47","0"," 43"," 50","   0.676","3492.606"," 970.168","  45.000","    0","    0"
"19:51:06:889","6099784994126","2405.503","   4.009"," 2172"," 1200"," 2700"," 2179","   2.696","21396.063","5943.351","   1.963","15797.786","4388.274"," 46","0"," 43"," 54","   0.672","3493.273"," 970.354","  45.000","    0","    0"
"19:51:07:880","6101973249858","2406.494","   3.281"," 1991"," 1200"," 2600"," 2003","   2.107","21398.150","5943.931","   1.425","15799.198","4388.666"," 46","0"," 43"," 50","   0.674","3493.940"," 970.539","  45.000","    0","    0"
"19:51:08:871","6104160933874","2407.485","   4.211"," 1849"," 1200"," 2600"," 1856","   2.382","21400.510","5944.586","   1.617","15800.800","4389.111"," 47","0"," 43"," 49","   0.713","3494.647"," 970.735","  45.000","    0","    0"
"19:51:09:862","6106349168730","2408.476","   3.606"," 2030"," 1200"," 2600"," 2041","   2.260","21402.750","5945.208","   1.550","15802.337","4389.538"," 46","0"," 43"," 49","   0.679","3495.320"," 970.922","  45.000","    0","    0"
"19:51:10:853","6108537481186","2409.467","   3.706"," 1888"," 1200"," 2600"," 1901","   2.190","21404.921","5945.811","   1.487","15803.810","4389.947"," 46","0"," 43"," 49","   0.666","3495.981"," 971.106","  45.000","    0","    0"
"19:51:11:844","6110725697938","2410.458","   3.281"," 1997"," 1200"," 2600"," 2005","   2.107","21407.009","5946.391","   1.443","15805.240","4390.344"," 47","0"," 43"," 50","   0.665","3496.640"," 971.289","  45.000","    0","    0"
"19:51:12:835","6112913937764","2411.449","   4.815"," 1673"," 1200"," 2600"," 1683","   2.287","21409.275","5947.021","   1.570","15806.795","4390.776"," 46","0"," 43"," 49","   0.659","3497.293"," 971.470","  45.000","    0","    0"
"19:51:13:826","6115102182146","2412.440","   3.908"," 2088"," 1200"," 2600"," 2095","   2.376","21411.629","5947.675","   1.652","15808.433","4391.231"," 46","0"," 43"," 50","   0.696","3497.982"," 971.662","  45.000","    0","    0"
"19:51:14:817","6117289895312","2413.431","   3.294"," 1938"," 1200"," 2600"," 1947","   2.139","21413.748","5948.263","   1.412","15809.832","4391.620"," 46","0"," 43"," 49","   0.673","3498.650"," 971.847","  45.000","    0","    0"
"19:51:15:808","6119478152726","2414.422","   3.286"," 2008"," 1200"," 2600"," 2016","   2.123","21415.853","5948.848","   1.414","15811.233","4392.009"," 46","0"," 43"," 51","   0.680","3499.324"," 972.034","  45.000","    0","    0"
"19:51:16:798","6121664670168","2415.412","   3.370"," 2006"," 1200"," 2600"," 2017","   2.151","21417.982","5949.440","   1.470","15812.688","4392.413"," 46","0"," 42"," 51","   0.670","3499.987"," 972.219","  45.000","    0","    0"
"19:51:17:789","6123852935250","2416.403","   3.565"," 2037"," 1200"," 2600"," 2044","   2.284","21420.245","5950.068","   1.567","15814.241","4392.845"," 47","0"," 42"," 50","   0.683","3500.664"," 972.407","  45.000","    0","    0"
"19:51:18:780","6126041180754","2417.394","   2.861"," 1906"," 1200"," 2600"," 1923","   1.841","21422.070","5950.575","   1.212","15815.442","4393.178"," 46","0"," 42"," 51","   0.642","3501.300"," 972.583","  45.000","    0","    0"
"19:51:19:771","6128227404616","2418.385","   3.046"," 1982"," 1200"," 2700"," 1990","   1.995","21424.045","5951.124","   1.319","15816.748","4393.541"," 45","0"," 42"," 51","   0.660","3501.954"," 972.765","  45.000","    0","    0"
"19:51:20:761","6130413461584","2419.375","   3.156"," 2028"," 1200"," 2600"," 2034","   2.097","21426.121","5951.700","   1.418","15818.152","4393.931"," 46","0"," 42"," 51","   0.672","3502.620"," 972.950","  45.000","    0","    0"
"19:51:21:752","6132601696396","2420.366","   4.169"," 2059"," 1200"," 2600"," 2069","   2.628","21428.726","5952.424","   1.800","15819.935","4394.426"," 46","0"," 42"," 49","   0.705","3503.318"," 973.144","  45.000","    0","    0"
"19:51:22:743","6134789893308","2421.357","   3.238"," 2026"," 1200"," 2600"," 2037","   2.137","21430.843","5953.012","   1.438","15821.360","4394.822"," 47","0"," 42"," 48","   0.671","3503.983"," 973.329","  45.000","    0","    0"
"19:51:23:733","6136975950466","2422.347","   3.494"," 1956"," 1200"," 2700"," 1965","   2.226","21433.047","5953.624","   1.463","15822.809","4395.225"," 46","0"," 42"," 51","   0.697","3504.673"," 973.520","  45.000","    0","    0"
"19:51:24:724","6139164198618","2423.338","   3.072"," 1962"," 1200"," 2600"," 1971","   1.987","21435.016","5954.171","   1.314","15824.111","4395.586"," 46","0"," 42"," 49","   0.669","3505.337"," 973.705","  45.000","    0","    0"
"19:51:25:715","6141352226768","2424.329","   3.174"," 1964"," 1200"," 2600"," 1972","   1.959","21436.957","5954.710","   1.323","15825.422","4395.951"," 46","0"," 42"," 48","   0.664","3505.994"," 973.887","  45.000","    0","    0"
"19:51:26:705","6143539208198","2425.319","   3.338"," 1987"," 1200"," 2600"," 1997","   2.070","21439.007","5955.280","   1.424","15826.833","4396.342"," 47","0"," 42"," 50","   0.659","3506.648"," 974.069","  45.000","    0","    0"
"19:51:27:696","6145725880714","2426.310","   2.956"," 1915"," 1200"," 2600"," 1927","   1.820","21440.809","5955.780","   1.210","15828.031","4396.675"," 46","0"," 42"," 50","   0.652","3507.293"," 974.248","  45.000","    0","    0"
"19:51:28:686","6147912311948","2427.300","   9.318"," 1723"," 1200"," 2700"," 1677","   4.072","21444.841","5956.900","   3.025","15831.026","4397.507"," 45","0"," 42"," 50","   0.657","3507.943"," 974.429","  45.000","    0","    0"
"19:51:29:676","6150098869900","2428.290","   3.523"," 2070"," 1200"," 2600"," 2077","   2.447","21447.264","5957.573","   1.623","15832.633","4397.954"," 46","0"," 42"," 49","   0.721","3508.657"," 974.627","  45.000","    0","    0"
"19:51:30:667","6152287153506","2429.281","   3.785"," 2054"," 1200"," 2600"," 2060","   2.221","21449.465","5958.185","   1.531","15834.151","4398.375"," 44","0"," 42"," 49","   0.671","3509.322"," 974.812","  45.000","    0","    0"
"19:51:31:658","6154473519562","2430.271","   3.279"," 2001"," 1200"," 2600"," 2012","   2.073","21451.518","5958.755","   1.396","15835.533","4398.759"," 46","0"," 42"," 51","   0.674","3509.989"," 974.997","  45.000","    0","    0"
"19:51:32:648","6156659795288","2431.262","   2.869"," 1980"," 1200"," 2600"," 1990","   1.875","21453.374","5959.271","   1.245","15836.766","4399.102"," 47","0"," 42"," 48","   0.648","3510.631"," 975.175","  45.000","    0","    0"
"19:51:33:638","6158845825382","2432.252","   3.202"," 2138"," 1200"," 2600"," 2155","   2.155","21455.508","5959.863","   1.501","15838.252","4399.514"," 47","0"," 42"," 50","   0.663","3511.287"," 975.358","  45.000","  350","  333"
"19:51:34:629","6161034092244","2433.243","   2.759"," 1991"," 1200"," 2600"," 1998","   1.837","21457.329","5960.369","   1.222","15839.463","4399.851"," 45","0"," 42"," 49","   0.650","3511.931"," 975.536","  45.000","    0","    0"
"19:51:35:620","6163222340268","2434.234","   3.238"," 2027"," 1200"," 2600"," 2034","   2.079","21459.389","5960.941","   1.413","15840.863","4400.240"," 45","0"," 42"," 47","   0.672","3512.597"," 975.721","  45.000","    0","    0"
"19:51:36:611","6165410600502","2435.225","   3.136"," 2025"," 1200"," 2600"," 2034","   2.006","21461.377","5961.494","   1.355","15842.206","4400.613"," 44","0"," 42"," 49","   0.667","3513.258"," 975.905","  45.000","    0","    0"
"19:51:37:602","6167598818852","2436.216","   3.321"," 2030"," 1200"," 2600"," 2039","   2.084","21463.442","5962.067","   1.419","15843.612","4401.003"," 44","0"," 41"," 48","   0.671","3513.923"," 976.090","  45.000","    0","    0"
"19:51:38:592","6169784888128","2437.206","   4.135"," 1936"," 1200"," 2600"," 1944","   2.416","21465.834","5962.732","   1.654","15845.250","4401.458"," 44","0"," 42"," 51","   0.722","3514.638"," 976.288","  45.000","    0","    0"
"19:51:39:583","6171973127318","2438.197","   3.772"," 2084"," 1200"," 2600"," 2093","   2.461","21468.272","5963.409","   1.718","15846.953","4401.931"," 44","0"," 41"," 51","   0.697","3515.329"," 976.480","  45.000","    0","    0"
"19:51:40:574","6174161383686","2439.188","   2.725"," 1997"," 1200"," 2600"," 2007","   1.768","21470.025","5963.896","   1.204","15848.146","4402.263"," 44","0"," 42"," 49","   0.629","3515.953"," 976.653","  45.000","    0","    0"
"19:51:41:565","6176349636298","2440.179","   3.078"," 1975"," 1200"," 2600"," 1985","   1.962","21471.970","5964.436","   1.310","15849.444","4402.623"," 44","0"," 41"," 48","   0.658","3516.604"," 976.835","  45.000","    0","    0"
"19:51:42:556","6178537875486","2441.170","   2.811"," 2002"," 1200"," 2700"," 2012","   1.902","21473.855","5964.960","   1.255","15850.688","4402.969"," 44","0"," 41"," 47","   0.660","3517.258"," 977.016","  45.000","    0","    0"
"19:51:43:547","6180726117742","2442.161","   3.425"," 2074"," 1200"," 2600"," 2079","   2.319","21476.153","5965.598","   1.576","15852.250","4403.403"," 44","0"," 41"," 51","   0.690","3517.942"," 977.206","  45.000","    0","    0"
"19:51:44:539","6182914365100","2443.152","   3.018"," 1980"," 1200"," 2600"," 1991","   2.003","21478.138","5966.149","   1.315","15853.553","4403.765"," 44","0"," 41"," 48","   0.664","3518.601"," 977.389","  45.000","    0","    0"
"19:51:45:530","6185102608836","2444.143","   3.512"," 2026"," 1200"," 2600"," 2027","   2.285","21480.403","5966.779","   1.542","15855.081","4404.189"," 45","0"," 41"," 48","   0.685","3519.279"," 977.578","  45.000","    0","    0"
"19:51:46:521","6187290871626","2445.134","   3.091"," 2003"," 1200"," 2600"," 2016","   2.031","21482.415","5967.338","   1.375","15856.444","4404.568"," 44","0"," 41"," 48","   0.651","3519.925"," 977.757","  45.000","    0","    0"
"19:51:47:511","6189478605998","2446.125","   3.209"," 2025"," 1200"," 2600"," 2036","   2.136","21484.532","5967.926","   1.419","15857.850","4404.958"," 45","0"," 42"," 49","   0.681","3520.600"," 977.944","  45.000","  350","  333"
"19:51:48:503","6191666837540","2447.116","   2.778"," 1908"," 1200"," 2600"," 1917","   1.809","21486.325","5968.424","   1.165","15859.005","4405.279"," 44","0"," 41"," 48","   0.653","3521.247"," 978.124","  45.000","    0","    0"
"19:51:49:493","6193854242410","2448.107","   2.970"," 2048"," 1200"," 2600"," 2052","   1.990","21488.297","5968.971","   1.346","15860.339","4405.650"," 44","0"," 41"," 49","   0.661","3521.902"," 978.306","  45.000","    0","    0"
"19:51:50:484","6196042505098","2449.098","   3.461"," 1999"," 1200"," 2600"," 2003","   2.152","21490.430","5969.564","   1.465","15861.790","4406.053"," 44","0"," 41"," 50","   0.664","3522.560"," 978.489","  45.000","    0","    0"
