"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:12:55:306","1040043212818"," 113.920","  24.395"," 2408"," 1200"," 2600"," 2416","  16.311","1077.337"," 299.260","  10.824"," 739.104"," 205.307"," 60","0"," 54"," 66","   2.400"," 167.735","  46.593","  45.000","  650","  633"
"19:12:56:296","1042229268388"," 114.910","  57.891"," 2559"," 1200"," 2600"," 2565","  22.644","1099.756"," 305.488","  18.195"," 757.119"," 210.311"," 71","0"," 54"," 72","   2.303"," 170.015","  47.226","  45.000","  450","  433"
"19:12:57:286","1044415560030"," 115.900","  70.188"," 2582"," 1200"," 2600"," 2589","  29.063","1128.533"," 313.481","  23.887"," 780.771"," 216.881"," 70","0"," 58"," 71","   2.888"," 172.875","  48.021","  45.000","  750","  733"
"19:12:58:276","1046601902622"," 116.890","  57.914"," 2594"," 2500"," 2600"," 2600","  30.893","1159.122"," 321.978","  21.796"," 802.353"," 222.876"," 66","0"," 61"," 70","   3.253"," 176.097","  48.916","  45.000"," 1050"," 1100"
"19:12:59:266","1048788209316"," 117.880","  24.526"," 2594"," 2500"," 2600"," 2600","  21.199","1180.113"," 327.809","  12.067"," 814.302"," 226.195"," 66","0"," 57"," 66","   2.630"," 178.700","  49.639","  45.000","  950","  933"
"19:13:00:257","1050974743584"," 118.871","  43.983"," 2594"," 2300"," 2600"," 2600","  26.072","1205.932"," 334.981","  19.485"," 833.598"," 231.555"," 66","0"," 58"," 69","   2.957"," 181.629","  50.453","  45.000","  900","  900"
"19:13:01:247","1053160946730"," 119.861","  12.431"," 2323"," 1200"," 2600"," 2330","   9.506","1215.343"," 337.595","   5.916"," 839.456"," 233.182"," 57","0"," 53"," 66","   1.422"," 183.037","  50.844","  45.000","    0","    0"
"19:13:02:238","1055348748560"," 120.852","   4.196"," 1640"," 1200"," 2600"," 1646","   2.017","1217.342"," 338.150","   1.427"," 840.870"," 233.575"," 56","0"," 52"," 59","   0.633"," 183.664","  51.018","  45.000","    0","    0"
"19:13:03:228","1057535665714"," 121.842","   3.235"," 1659"," 1200"," 2600"," 1665","   1.679","1219.005"," 338.613","   1.100"," 841.959"," 233.878"," 55","0"," 52"," 58","   0.641"," 184.299","  51.194","  45.000","    0","    0"
"19:13:04:218","1059722083216"," 122.832","   4.201"," 1630"," 1200"," 2600"," 1612","   1.946","1220.932"," 339.148","   1.392"," 843.338"," 234.261"," 54","0"," 51"," 58","   0.612"," 184.905","  51.362","  45.000","    0","    0"
"19:13:05:209","1061910341198"," 123.823","   4.327"," 1827"," 1200"," 2600"," 1835","   1.896","1222.812"," 339.670","   1.360"," 844.686"," 234.635"," 54","0"," 51"," 58","   0.616"," 185.516","  51.532","  45.000","    0","    0"
"19:13:06:200","1064098486300"," 124.814","   8.300"," 2257"," 1200"," 2600"," 2256","   5.220","1227.985"," 341.107","   3.812"," 848.464"," 235.684"," 55","0"," 51"," 60","   0.933"," 186.440","  51.789","  45.000","  500","  500"
"19:13:07:192","1066286716170"," 125.805","   4.953"," 1725"," 1200"," 2600"," 1733","   5.641","1233.575"," 342.660","   2.088"," 850.533"," 236.259"," 55","0"," 52"," 56","   1.467"," 187.894","  52.193","  45.000","  450","  433"
"19:13:08:183","1068474869956"," 126.796","   5.889"," 1716"," 1200"," 2600"," 1722","   5.961","1239.483"," 344.301","   2.321"," 852.833"," 236.898"," 55","0"," 51"," 57","   1.491"," 189.372","  52.603","  45.000","    0","    0"
"19:13:09:174","1070663074444"," 127.787","   6.290"," 1730"," 1200"," 2600"," 1736","   6.146","1245.573"," 345.993","   2.436"," 855.247"," 237.569"," 55","0"," 51"," 58","   1.531"," 190.889","  53.025","  45.000","  550","  533"
"19:13:10:165","1072851261296"," 128.779","  24.023"," 2540"," 1200"," 2600"," 2550","  17.031","1262.451"," 350.681","  11.152"," 866.299"," 240.639"," 60","0"," 52"," 66","   2.447"," 193.314","  53.698","  45.000"," 1000"," 1000"
"19:13:11:155","1075037409738"," 129.769","  12.395"," 2430"," 1200"," 2600"," 2480","  15.092","1277.394"," 354.832","   6.264"," 872.501"," 242.361"," 60","0"," 54"," 61","   2.427"," 195.717","  54.366","  45.000","    0","    0"
"19:13:12:145","1077223788774"," 130.759","  12.433"," 2388"," 1200"," 2600"," 2466","  15.909","1293.147"," 359.207","   6.136"," 878.577"," 244.049"," 60","0"," 55"," 61","   2.433"," 198.126","  55.035","  45.000"," 1050"," 1033"
"19:13:13:136","1079411997774"," 131.750","  28.069"," 2593"," 2200"," 2600"," 2600","  22.815","1315.757"," 365.488","  13.593"," 892.048"," 247.791"," 62","0"," 56"," 66","   2.731"," 200.832","  55.787","  45.000"," 1050"," 1033"
"19:13:14:126","1081598067176"," 132.740","  23.062"," 2594"," 2400"," 2600"," 2600","  20.745","1336.296"," 371.193","  11.452"," 903.387"," 250.941"," 60","0"," 57"," 64","   2.621"," 203.427","  56.508","  45.000"," 1000"," 1000"
"19:13:15:116","1083784204264"," 133.730","  38.670"," 2594"," 2500"," 2600"," 2600","  25.210","1361.257"," 378.127","  17.467"," 920.681"," 255.745"," 65","0"," 58"," 68","   2.858"," 206.257","  57.294","  45.000","  900","  900"
"19:13:16:107","1085970868428"," 134.720","  15.415"," 2387"," 1200"," 2600"," 2396","  15.870","1376.973"," 382.493","   7.544"," 928.152"," 257.820"," 61","0"," 55"," 66","   2.274"," 208.509","  57.919","  45.000","    0","    0"
"19:13:17:098","1088159070160"," 135.711","   6.786"," 1762"," 1200"," 2600"," 1772","   9.659","1386.545"," 385.151","   3.087"," 931.211"," 258.670"," 58","0"," 54"," 59","   1.889"," 210.381","  58.439","  45.000","  850","  833"
"19:13:18:089","1090347204692"," 136.702","   7.340"," 1777"," 1200"," 2600"," 1786","   9.523","1395.983"," 387.773","   3.231"," 934.413"," 259.559"," 59","0"," 54"," 60","   1.947"," 212.310","  58.975","  45.000","    0","    0"
"19:13:19:080","1092535385692"," 137.693","   7.412"," 1810"," 1200"," 2600"," 1821","   9.975","1405.868"," 390.519","   3.300"," 937.684"," 260.468"," 58","0"," 54"," 59","   1.934"," 214.227","  59.508","  45.000","  900","  900"
"19:13:20:071","1094723604924"," 138.685","   7.930"," 1855"," 1200"," 2600"," 1863","  10.031","1415.809"," 393.280","   3.361"," 941.015"," 261.393"," 59","0"," 54"," 60","   1.926"," 216.136","  60.038","  45.000","  850","  833"
"19:13:21:061","1096909889438"," 139.675","  14.382"," 2398"," 1200"," 2600"," 2407","  13.499","1429.175"," 396.993","   7.152"," 948.096"," 263.360"," 62","0"," 54"," 64","   2.211"," 218.325","  60.646","  45.000","    0","    0"
"19:13:22:051","1099096104622"," 140.665","  12.268"," 2463"," 1200"," 2600"," 2469","   9.073","1438.158"," 399.488","   5.622"," 953.663"," 264.906"," 55","0"," 52"," 66","   1.560"," 219.870","  61.075","  45.000","    0","    0"
"19:13:23:042","1101284330552"," 141.656","   2.414"," 1615"," 1200"," 2600"," 1619","   1.630","1439.774"," 399.937","   0.822"," 954.477"," 265.133"," 54","0"," 52"," 58","   0.728"," 220.591","  61.275","  45.000","    0","    0"
"19:13:24:033","1103472529650"," 142.647","   3.145"," 1621"," 1200"," 2600"," 1631","   1.760","1441.518"," 400.422","   1.052"," 955.520"," 265.422"," 54","0"," 51"," 58","   0.694"," 221.279","  61.466","  45.000","    0","    0"
"19:13:25:024","1105660804950"," 143.638","   2.696"," 1561"," 1200"," 2600"," 1565","   1.501","1443.006"," 400.835","   0.894"," 956.406"," 265.668"," 53","0"," 51"," 56","   0.638"," 221.911","  61.642","  45.000","    0","    0"
"19:13:26:015","1107848644984"," 144.629","   2.772"," 1609"," 1200"," 2600"," 1621","   1.577","1444.569"," 401.269","   0.996"," 957.392"," 265.942"," 54","0"," 50"," 57","   0.639"," 222.545","  61.818","  45.000","    0","    0"
"19:13:27:005","1110034717654"," 145.619","  10.159"," 2406"," 1200"," 2600"," 2415","   5.633","1450.146"," 402.818","   4.618"," 961.964"," 267.212"," 61","0"," 50"," 63","   0.852"," 223.389","  62.052","  45.000","    0","    0"
"19:13:27:996","1112223076676"," 146.610","   7.247"," 2186"," 1200"," 2600"," 2194","   3.798","1453.910"," 403.864","   2.944"," 964.882"," 268.023"," 53","0"," 50"," 63","   0.762"," 224.144","  62.262","  45.000","    0","    0"
"19:13:28:987","1114410638564"," 147.601","   2.482"," 1531"," 1200"," 2600"," 1538","   1.256","1455.154"," 404.209","   0.789"," 965.664"," 268.240"," 53","0"," 50"," 54","   0.603"," 224.742","  62.428","  45.000","    0","    0"
"19:13:29:978","1116598892572"," 148.592","   2.438"," 1609"," 1200"," 2600"," 1612","   1.320","1456.462"," 404.573","   0.840"," 966.497"," 268.471"," 53","0"," 49"," 56","   0.601"," 225.338","  62.594","  45.000","    0","    0"
"19:13:30:969","1118787169760"," 149.583","   3.170"," 1795"," 1200"," 2600"," 1802","   1.710","1458.157"," 405.044","   1.118"," 967.605"," 268.779"," 52","0"," 49"," 58","   0.628"," 225.960","  62.767","  45.000","    0","    0"
"19:13:31:960","1120975391476"," 150.574","   2.607"," 1581"," 1200"," 2600"," 1585","   1.392","1459.536"," 405.427","   0.850"," 968.447"," 269.013"," 52","0"," 49"," 54","   0.621"," 226.576","  62.938","  45.000","    0","    0"
"19:13:32:951","1123162108340"," 151.564","  10.141"," 2407"," 1200"," 2700"," 2416","   5.802","1465.282"," 407.023","   4.676"," 973.078"," 270.299"," 59","0"," 49"," 60","   0.903"," 227.470","  63.186","  45.000","    0","    0"
"19:13:33:941","1125348213300"," 152.555","  14.270"," 1781"," 1200"," 2600"," 1777","   5.460","1470.688"," 408.524","   4.226"," 977.262"," 271.462"," 55","0"," 50"," 61","   0.784"," 228.246","  63.402","  45.000","    0","    0"
"19:13:34:932","1127536506652"," 153.546","   3.447"," 1538"," 1200"," 2600"," 1482","   1.632","1472.305"," 408.974","   1.082"," 978.334"," 271.760"," 52","0"," 48"," 55","   0.595"," 228.836","  63.566","  45.000","    0","    0"
"19:13:35:922","1129722923056"," 154.536","   8.820"," 1535"," 1200"," 2600"," 1476","   3.006","1475.282"," 409.801","   2.248"," 980.561"," 272.378"," 53","0"," 48"," 56","   0.600"," 229.430","  63.731","  45.000","    0","    0"
"19:13:36:913","1131911202152"," 155.527","   2.774"," 1571"," 1200"," 2600"," 1529","   1.550","1476.819"," 410.227","   0.935"," 981.487"," 272.635"," 51","0"," 48"," 53","   0.635"," 230.060","  63.905","  45.000","    0","    0"
"19:13:37:904","1134099448678"," 156.518","   2.990"," 1621"," 1200"," 2600"," 1629","   1.575","1478.380"," 410.661","   1.007"," 982.485"," 272.913"," 51","0"," 48"," 52","   0.636"," 230.690","  64.081","  45.000","    0","    0"
"19:13:38:894","1136285573738"," 157.508","  11.903"," 2410"," 1200"," 2600"," 2418","   6.711","1485.024"," 412.507","   5.447"," 987.878"," 274.411"," 57","0"," 48"," 60","   0.976"," 231.656","  64.349","  45.000","    0","    0"
"19:13:39:885","1138473908544"," 158.499","   5.645"," 2035"," 1200"," 2600"," 2041","   2.752","1487.751"," 413.264","   2.023"," 989.883"," 274.967"," 51","0"," 48"," 60","   0.705"," 232.355","  64.543","  45.000","    0","    0"
"19:13:40:876","1140662133282"," 159.490","   2.353"," 1569"," 1200"," 2600"," 1579","   1.288","1489.028"," 413.619","   0.813"," 990.688"," 275.191"," 50","0"," 48"," 53","   0.603"," 232.952","  64.709","  45.000","    0","    0"
"19:13:41:867","1142850465750"," 160.481","   2.415"," 1589"," 1200"," 2600"," 1595","   1.267","1490.284"," 413.968","   0.809"," 991.490"," 275.414"," 50","0"," 47"," 53","   0.596"," 233.543","  64.873","  45.000","    0","    0"
"19:13:42:859","1145038746452"," 161.472","   3.548"," 1540"," 1200"," 2600"," 1538","   1.776","1492.044"," 414.457","   1.079"," 992.560"," 275.711"," 50","0"," 47"," 54","   0.664"," 234.201","  65.056","  45.000","    0","    0"
"19:13:43:850","1147226938024"," 162.463","   2.792"," 1587"," 1200"," 2600"," 1598","   1.436","1493.467"," 414.852","   0.913"," 993.465"," 275.962"," 50","0"," 47"," 53","   0.631"," 234.826","  65.230","  45.000","    0","    0"
"19:13:44:840","1149413300078"," 163.454","  13.051"," 2475"," 1200"," 2600"," 2483","   7.398","1500.792"," 416.887","   6.113"," 999.518"," 277.644"," 56","0"," 47"," 60","   0.978"," 235.795","  65.499","  45.000","    0","    0"
"19:13:45:831","1151601566412"," 164.445","   3.588"," 1823"," 1200"," 2600"," 1828","   1.910","1502.685"," 417.412","   1.272","1000.779"," 277.994"," 51","0"," 47"," 58","   0.652"," 236.441","  65.678","  45.000","    0","    0"
"19:13:46:821","1153788145040"," 165.435","   2.505"," 1559"," 1200"," 2600"," 1566","   1.310","1503.982"," 417.773","   0.836","1001.607"," 278.224"," 51","0"," 47"," 51","   0.607"," 237.042","  65.845","  45.000","    0","    0"
"19:13:47:812","1155976404698"," 166.426","   2.646"," 1637"," 1200"," 2600"," 1644","   1.436","1505.406"," 418.168","   0.941","1002.540"," 278.483"," 50","0"," 47"," 53","   0.608"," 237.645","  66.012","  45.000","    0","    0"
"19:13:48:803","1158163103904"," 167.416","   2.738"," 1565"," 1200"," 2600"," 1570","   1.567","1506.957"," 418.599","   0.957","1003.488"," 278.747"," 50","0"," 47"," 51","   0.642"," 238.281","  66.189","  45.000","    0","    0"
"19:13:49:794","1160351344898"," 168.408","   2.511"," 1581"," 1200"," 2600"," 1589","   1.386","1508.331"," 418.981","   0.843","1004.323"," 278.979"," 51","0"," 47"," 51","   0.629"," 238.904","  66.362","  45.000","    0","    0"
"19:13:50:784","1162537426688"," 169.398","  17.321"," 2516"," 1200"," 2600"," 2523","   9.991","1518.223"," 421.729","   8.326","1012.567"," 281.268"," 58","0"," 47"," 60","   1.193"," 240.085","  66.690","  45.000","    0","    0"
"19:13:51:775","1164725806956"," 170.389","   4.451"," 1943"," 1200"," 2600"," 1948","   2.140","1520.344"," 422.318","   1.463","1014.017"," 281.671"," 50","0"," 47"," 59","   0.670"," 240.749","  66.875","  45.000","    0","    0"
"19:13:52:766","1166914048940"," 171.380","   2.256"," 1538"," 1200"," 2600"," 1543","   1.233","1521.566"," 422.657","   0.772","1014.782"," 281.884"," 50","0"," 46"," 51","   0.601"," 241.345","  67.040","  45.000","    0","    0"
"19:13:53:757","1169102312452"," 172.371","   3.090"," 1532"," 1200"," 2600"," 1536","   1.457","1523.010"," 423.058","   0.995","1015.769"," 282.158"," 50","0"," 46"," 51","   0.590"," 241.930","  67.203","  45.000","    0","    0"
"19:13:54:747","1171288438168"," 173.361","   2.484"," 1544"," 1200"," 2600"," 1551","   1.481","1524.476"," 423.466","   0.885","1016.645"," 282.401"," 49","0"," 46"," 51","   0.642"," 242.566","  67.379","  45.000","    0","    0"
"19:13:55:738","1173476676090"," 174.352","   2.638"," 1632"," 1200"," 2600"," 1640","   1.507","1525.970"," 423.880","   0.953","1017.589"," 282.664"," 50","0"," 46"," 50","   0.637"," 243.197","  67.555","  45.000","    0","    0"
"19:13:56:728","1175662766360"," 175.342","  13.362"," 2274"," 1200"," 2600"," 2282","   7.441","1533.337"," 425.927","   5.746","1023.278"," 284.244"," 55","0"," 46"," 58","   1.060"," 244.246","  67.846","  45.000","    0","    0"
"19:13:57:719","1177851052668"," 176.333","   6.799"," 2084"," 1200"," 2600"," 2091","   3.326","1536.633"," 426.842","   2.537","1025.792"," 284.942"," 50","0"," 46"," 57","   0.719"," 244.958","  68.044","  45.000","    0","    0"
"19:13:58:710","1180039380304"," 177.324","   2.422"," 1551"," 1200"," 2600"," 1561","   1.249","1537.871"," 427.186","   0.783","1026.568"," 285.158"," 49","0"," 46"," 51","   0.602"," 245.555","  68.210","  45.000","    0","    0"
"19:13:59:701","1182227099864"," 178.315","   2.658"," 1599"," 1200"," 2600"," 1605","   1.279","1539.138"," 427.538","   0.831","1027.392"," 285.387"," 49","0"," 45"," 50","   0.602"," 246.151","  68.375","  45.000","    0","    0"
"19:14:00:692","1184415381508"," 179.306","   2.944"," 1567"," 1200"," 2600"," 1574","   1.536","1540.660"," 427.961","   0.951","1028.334"," 285.648"," 49","0"," 45"," 50","   0.643"," 246.789","  68.552","  45.000","  350","  333"
"19:14:01:683","1186602484940"," 180.297","   2.516"," 1547"," 1200"," 2600"," 1552","   1.315","1541.963"," 428.323","   0.804","1029.130"," 285.870"," 49","0"," 45"," 50","   0.615"," 247.398","  68.722","  45.000","  350","  333"
"19:14:02:673","1188788677232"," 181.287","  18.252"," 2513"," 1200"," 2700"," 2521","   9.960","1551.824"," 431.062","   8.205","1037.255"," 288.126"," 56","0"," 45"," 59","   1.269"," 248.655","  69.071","  45.000","  450","  433"
"19:14:03:663","1190974935166"," 182.277","  22.651"," 2594"," 2300"," 2700"," 2600","  15.564","1567.235"," 435.343","  11.129","1048.274"," 291.187"," 58","0"," 48"," 60","   2.110"," 250.744","  69.651","  45.000","  600","  600"
"19:14:04:653","1193161243318"," 183.267","  25.228"," 2575"," 1200"," 2600"," 2581","  16.826","1583.896"," 439.971","  12.468","1060.619"," 294.617"," 55","0"," 50"," 60","   2.009"," 252.733","  70.204","  45.000","    0","    0"
"19:14:05:644","1195349552014"," 184.258","   5.120"," 1806"," 1200"," 2600"," 1811","   2.610","1586.482"," 440.689","   1.882","1062.485"," 295.135"," 49","0"," 47"," 57","   0.706"," 253.433","  70.398","  45.000","    0","    0"
"19:14:06:636","1197537790284"," 185.249","   4.173"," 1812"," 1200"," 2600"," 1824","   2.280","1588.742"," 441.317","   1.563","1064.034"," 295.565"," 50","0"," 46"," 57","   0.696"," 254.123","  70.590","  45.000","    0","    0"
"19:14:07:627","1199726047036"," 186.240","   3.109"," 1594"," 1200"," 2600"," 1599","   1.606","1590.334"," 441.759","   1.027","1065.052"," 295.848"," 48","0"," 46"," 52","   0.646"," 254.763","  70.767","  45.000","    0","    0"
"19:14:08:618","1201914313690"," 187.232","   4.164"," 1618"," 1200"," 2600"," 1623","   1.926","1592.243"," 442.290","   1.302","1066.343"," 296.206"," 48","0"," 46"," 51","   0.686"," 255.443","  70.956","  45.000","    0","    0"
"19:14:09:608","1204100400472"," 188.222","  12.192"," 2451"," 1200"," 2700"," 2459","   6.837","1599.012"," 444.170","   5.497","1071.786"," 297.718"," 54","0"," 46"," 56","   1.045"," 256.477","  71.244","  45.000","  400","  400"
