System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:57:03.321, 4211.954, 0.738, 0.426, 0.198, 0.030, 1436, 1153, 12, 50, 52, 55, 52, 9.950, 7.500, 10.762, 10.000
18:57:04.315, 4212.948, 0.804, 0.414, 0.198, 0.030, 1656, 1020, 11, 50, 52, 54, 52, 10.289, 10.000, 10.385, 5.000
18:57:05.301, 4213.934, 0.602, 0.308, 0.190, 0.038, 1799, 923, 16, 50, 52, 54, 52, 10.127, 10.606, 9.966, 6.000
18:57:06.312, 4214.945, 0.872, 0.384, 0.216, 0.034, 1836, 957, 17, 50, 52, 55, 52, 9.789, 8.458, 10.231, 5.000
18:57:07.314, 4215.947, 1.140, 0.434, 0.290, 0.066, 1204, 1443, 41, 50, 52, 55, 52, 11.779, 10.553, 12.187, 24.000
18:57:08.310, 4216.943, 0.938, 0.374, 0.202, 0.060, 1464, 1295, 28, 50, 52, 55, 52, 10.125, 9.453, 10.351, 4.000
18:57:09.305, 4217.938, 0.872, 0.344, 0.220, 0.066, 1438, 1237, 26, 49, 52, 55, 52, 9.811, 9.045, 10.067, 3.000
18:57:10.293, 4218.926, 0.738, 0.270, 0.206, 0.092, 1468, 1190, 32, 50, 52, 54, 52, 9.722, 10.101, 9.596, 5.000
18:57:11.302, 4219.934, 0.738, 0.320, 0.218, 0.102, 1516, 1088, 48, 50, 52, 55, 52, 10.396, 9.453, 10.708, 5.000
18:57:12.304, 4220.937, 0.938, 0.338, 0.214, 0.110, 1410, 954, 37, 50, 52, 54, 52, 9.787, 9.000, 10.050, 10.000
18:57:13.302, 4221.935, 0.804, 0.342, 0.244, 0.084, 1708, 986, 34, 50, 52, 55, 52, 10.902, 13.000, 10.201, 8.000
18:57:14.340, 4222.973, 1.878, 0.864, 0.358, 0.118, 1300, 1464, 40, 49, 52, 55, 52, 14.440, 12.560, 15.064, 17.000
18:57:15.316, 4223.949, 1.072, 0.502, 0.242, 0.106, 1261, 1367, 35, 49, 52, 55, 52, 12.611, 12.755, 12.564, 19.000
18:57:16.336, 4224.969, 1.408, 0.604, 0.308, 0.148, 1220, 1491, 51, 49, 52, 54, 52, 12.840, 13.300, 12.685, 10.000
18:57:17.335, 4225.968, 1.610, 0.640, 0.410, 0.144, 1136, 1688, 42, 49, 52, 55, 52, 16.355, 27.136, 12.791, 10.000
18:57:18.334, 4226.967, 1.342, 0.600, 0.312, 0.160, 1115, 1752, 47, 49, 52, 55, 52, 12.625, 12.871, 12.542, 14.000
18:57:19.330, 4227.963, 1.744, 0.672, 0.330, 0.174, 1179, 1607, 51, 49, 52, 55, 52, 12.798, 12.121, 13.022, 10.000
18:57:20.305, 4228.938, 1.676, 0.498, 0.340, 0.238, 1100, 1752, 88, 50, 52, 55, 52, 12.932, 13.333, 12.799, 24.000
18:57:21.296, 4229.929, 0.872, 0.286, 0.210, 0.104, 1041, 1477, 21, 49, 52, 54, 52, 9.848, 10.050, 9.781, 9.000
18:57:22.295, 4230.928, 0.670, 0.270, 0.204, 0.050, 1364, 1281, 17, 49, 52, 56, 52, 9.762, 9.000, 10.017, 13.000
18:57:23.301, 4231.934, 0.738, 0.290, 0.202, 0.052, 1409, 1217, 16, 50, 52, 56, 52, 9.975, 9.453, 10.150, 17.000
18:57:24.309, 4232.942, 0.804, 0.328, 0.200, 0.058, 1473, 1016, 16, 49, 52, 56, 52, 10.149, 9.000, 10.526, 6.000
18:57:25.304, 4233.937, 1.072, 0.490, 0.250, 0.136, 1619, 922, 30, 49, 52, 55, 52, 11.610, 10.945, 11.833, 29.000
18:57:26.316, 4234.949, 0.804, 0.408, 0.210, 0.032, 1413, 1293, 12, 50, 52, 55, 52, 10.507, 9.852, 10.726, 26.000
18:57:27.305, 4235.938, 0.738, 0.326, 0.220, 0.022, 1508, 963, 13, 49, 52, 56, 52, 9.836, 8.586, 10.252, 8.000
18:57:28.316, 4236.949, 0.938, 0.404, 0.204, 0.056, 1521, 1086, 11, 50, 52, 55, 52, 9.701, 8.500, 10.099, 21.000
18:57:29.305, 4237.938, 0.670, 0.312, 0.206, 0.056, 1581, 949, 17, 50, 52, 56, 52, 9.975, 10.000, 9.966, 5.000
18:57:30.313, 4238.946, 0.670, 0.376, 0.212, 0.050, 1566, 1131, 23, 49, 52, 55, 52, 9.938, 9.000, 10.248, 20.000
18:57:31.310, 4239.943, 0.536, 0.314, 0.206, 0.030, 1491, 1102, 48, 49, 52, 56, 52, 10.150, 10.000, 10.201, 14.000
18:57:32.307, 4240.939, 1.408, 0.482, 0.338, 0.172, 1385, 1281, 57, 49, 52, 55, 52, 11.824, 12.626, 11.558, 22.000
18:57:33.319, 4241.952, 1.542, 0.568, 0.306, 0.178, 1184, 1679, 51, 49, 52, 55, 52, 12.776, 12.315, 12.930, 9.000
18:57:34.313, 4242.946, 1.542, 0.478, 0.312, 0.144, 1133, 1610, 49, 49, 52, 55, 52, 12.830, 13.568, 12.584, 14.000
18:57:35.334, 4243.967, 1.744, 0.706, 0.332, 0.202, 1251, 1738, 60, 50, 52, 54, 52, 12.899, 13.725, 12.623, 11.000
18:57:36.321, 4244.954, 1.408, 0.518, 0.286, 0.152, 1211, 1593, 54, 50, 52, 55, 52, 12.516, 12.626, 12.479, 10.000
18:57:37.333, 4245.966, 1.408, 0.602, 0.308, 0.188, 1288, 1379, 49, 49, 52, 54, 52, 12.716, 12.376, 12.829, 12.000
18:57:38.330, 4246.963, 1.274, 0.564, 0.278, 0.126, 1147, 1502, 40, 49, 52, 55, 52, 12.547, 12.060, 12.709, 10.000
18:57:39.330, 4247.963, 1.274, 0.576, 0.280, 0.146, 1129, 1410, 36, 50, 52, 54, 52, 11.654, 9.548, 12.354, 24.000
18:57:40.315, 4248.948, 0.602, 0.406, 0.222, 0.038, 1541, 1080, 10, 50, 52, 55, 52, 10.480, 10.553, 10.455, 10.000
18:57:41.310, 4249.943, 0.804, 0.376, 0.194, 0.018, 1725, 913, 9, 50, 52, 55, 52, 10.038, 9.548, 10.201, 7.000
18:57:42.300, 4250.933, 0.670, 0.272, 0.192, 0.040, 1667, 836, 8, 50, 52, 54, 52, 9.379, 9.137, 9.459, 8.000
18:57:43.311, 4251.944, 0.602, 0.344, 0.208, 0.102, 1660, 932, 19, 50, 52, 55, 52, 9.801, 8.458, 10.248, 22.000
18:57:44.306, 4252.939, 0.804, 0.356, 0.220, 0.072, 1506, 1147, 24, 50, 52, 55, 52, 10.349, 10.448, 10.316, 8.000
18:57:45.315, 4253.948, 1.206, 0.458, 0.296, 0.140, 1296, 1362, 53, 50, 52, 54, 52, 11.677, 12.438, 11.424, 20.000
18:57:46.309, 4254.942, 0.804, 0.362, 0.234, 0.052, 1420, 1172, 23, 50, 52, 55, 52, 10.553, 10.500, 10.570, 6.000
18:57:47.309, 4255.942, 1.006, 0.420, 0.342, 0.064, 1470, 1074, 27, 50, 52, 55, 52, 14.178, 26.263, 10.184, 7.000
18:57:48.302, 4256.935, 0.738, 0.358, 0.212, 0.044, 1499, 835, 25, 50, 52, 55, 52, 10.401, 11.000, 10.201, 12.000
18:57:49.300, 4257.933, 0.602, 0.294, 0.196, 0.020, 1492, 836, 22, 50, 52, 56, 52, 9.410, 8.543, 9.699, 25.000
18:57:50.311, 4258.944, 0.602, 0.322, 0.214, 0.026, 1481, 876, 8, 50, 52, 55, 52, 10.409, 10.891, 10.248, 7.000
18:57:51.322, 4259.955, 1.072, 0.504, 0.266, 0.152, 1208, 1484, 41, 49, 52, 53, 52, 12.346, 12.871, 12.171, 12.000
18:57:52.336, 4260.969, 1.342, 0.592, 0.308, 0.128, 1294, 1403, 39, 49, 52, 54, 52, 12.315, 12.255, 12.336, 13.000
18:57:53.332, 4261.965, 1.342, 0.600, 0.302, 0.134, 1106, 1783, 41, 49, 52, 54, 52, 12.641, 12.000, 12.855, 12.000
18:57:54.331, 4262.964, 1.342, 0.650, 0.302, 0.146, 1127, 1655, 40, 50, 52, 55, 52, 12.390, 11.055, 12.833, 14.000
18:57:55.320, 4263.953, 1.542, 0.610, 0.314, 0.134, 1103, 1695, 41, 50, 52, 54, 52, 12.484, 12.121, 12.605, 14.000
18:57:56.324, 4264.957, 1.342, 0.534, 0.328, 0.188, 1160, 1545, 68, 50, 52, 55, 52, 12.406, 12.060, 12.521, 11.000
18:57:57.335, 4265.968, 1.744, 0.658, 0.366, 0.204, 1118, 1637, 56, 50, 52, 55, 52, 14.057, 13.793, 14.145, 15.000
18:57:58.324, 4266.957, 1.542, 0.622, 0.356, 0.144, 1104, 1689, 58, 50, 52, 55, 52, 12.374, 11.111, 12.795, 20.000
18:57:59.311, 4267.944, 0.804, 0.388, 0.248, 0.048, 1164, 1547, 35, 50, 52, 54, 52, 11.280, 12.121, 10.998, 23.000
18:58:00.304, 4268.937, 0.938, 0.356, 0.234, 0.058, 1358, 1235, 41, 50, 52, 55, 52, 10.705, 10.606, 10.738, 9.000
18:58:01.306, 4269.939, 1.006, 0.406, 0.236, 0.062, 1547, 1162, 20, 50, 52, 54, 52, 9.887, 9.500, 10.017, 13.000
18:58:02.299, 4270.932, 0.602, 0.286, 0.200, 0.024, 1470, 1151, 9, 50, 52, 54, 52, 9.572, 9.500, 9.596, 22.000
18:58:03.303, 4271.936, 0.738, 0.312, 0.202, 0.018, 1556, 987, 10, 50, 52, 55, 52, 10.174, 8.955, 10.579, 15.000
18:58:04.310, 4272.943, 1.542, 0.534, 0.318, 0.224, 1478, 1408, 57, 50, 52, 54, 52, 12.609, 13.568, 12.292, 27.000
18:58:05.314, 4273.947, 0.804, 0.418, 0.226, 0.042, 1256, 1400, 10, 50, 52, 54, 52, 10.481, 9.804, 10.708, 13.000
18:58:06.311, 4274.944, 0.602, 0.354, 0.222, 0.046, 1509, 1112, 18, 50, 52, 55, 52, 10.076, 9.091, 10.403, 22.000
18:58:07.304, 4275.937, 0.602, 0.316, 0.194, 0.040, 1567, 1052, 37, 49, 52, 55, 52, 9.434, 8.586, 9.715, 25.000
18:58:08.304, 4276.936, 0.804, 0.312, 0.208, 0.038, 1534, 1111, 149, 50, 52, 54, 52, 9.863, 9.453, 10.000, 15.000
18:58:09.295, 4277.928, 0.738, 0.262, 0.222, 0.056, 1447, 1128, 21, 50, 52, 56, 52, 9.264, 9.137, 9.306, 16.000
18:58:10.306, 4278.939, 0.804, 0.378, 0.242, 0.082, 1274, 1401, 22, 50, 52, 55, 52, 11.685, 12.315, 11.475, 10.000
18:58:11.329, 4279.961, 1.342, 0.592, 0.328, 0.156, 1193, 1551, 45, 50, 52, 54, 52, 12.592, 12.255, 12.704, 15.000
18:58:12.330, 4280.963, 1.610, 0.648, 0.348, 0.196, 1132, 1711, 56, 50, 52, 55, 52, 12.594, 12.935, 12.479, 12.000
18:58:13.339, 4281.972, 1.810, 0.696, 0.330, 0.182, 1120, 1688, 72, 50, 52, 55, 52, 12.329, 11.500, 12.604, 9.000
18:58:14.329, 4282.962, 1.342, 0.616, 0.278, 0.132, 1144, 1678, 42, 50, 52, 54, 52, 12.469, 13.000, 12.290, 11.000
18:58:15.324, 4283.957, 1.274, 0.578, 0.288, 0.116, 1121, 1739, 44, 50, 52, 54, 52, 12.312, 11.616, 12.542, 13.000
18:58:16.329, 4284.962, 1.408, 0.628, 0.312, 0.126, 1152, 1699, 48, 50, 52, 54, 52, 12.344, 12.438, 12.313, 15.000
18:58:17.323, 4285.956, 1.744, 0.690, 0.428, 0.116, 1148, 1633, 37, 50, 52, 54, 52, 16.311, 27.136, 12.709, 9.000
18:58:18.321, 4286.954, 1.408, 0.618, 0.280, 0.172, 1117, 1534, 53, 50, 52, 55, 52, 12.390, 10.050, 13.167, 27.000
18:58:19.320, 4287.953, 0.938, 0.430, 0.218, 0.052, 1166, 1546, 10, 50, 52, 54, 52, 10.487, 10.448, 10.500, 14.000
18:58:20.310, 4288.943, 0.536, 0.352, 0.216, 0.040, 1371, 1324, 30, 50, 52, 55, 52, 10.831, 12.563, 10.252, 4.000
18:58:21.314, 4289.947, 1.072, 0.418, 0.232, 0.082, 1356, 1401, 25, 50, 52, 54, 52, 10.237, 8.543, 10.797, 8.000
18:58:22.294, 4290.927, 0.602, 0.296, 0.202, 0.034, 1324, 1284, 19, 50, 52, 55, 52, 9.207, 9.091, 9.247, 7.000
18:58:23.309, 4291.942, 1.542, 0.570, 0.318, 0.308, 1316, 1522, 64, 50, 52, 55, 52, 11.975, 9.000, 12.951, 27.000
18:58:24.311, 4292.944, 0.938, 0.368, 0.220, 0.064, 1042, 1654, 20, 50, 52, 55, 52, 10.572, 9.406, 10.963, 10.000
18:58:25.313, 4293.946, 0.938, 0.412, 0.220, 0.074, 1418, 1241, 17, 50, 52, 56, 52, 9.738, 8.000, 10.316, 6.000
18:58:26.303, 4294.936, 0.536, 0.290, 0.190, 0.050, 1462, 1212, 8, 50, 52, 54, 52, 9.596, 8.586, 9.933, 5.000
18:58:27.314, 4295.947, 0.938, 0.406, 0.200, 0.034, 1569, 1166, 10, 50, 52, 55, 52, 10.222, 8.374, 10.837, 10.000
18:58:28.310, 4296.943, 0.738, 0.362, 0.192, 0.034, 1613, 1179, 10, 50, 52, 55, 51, 9.560, 8.458, 9.933, 21.000
18:58:29.310, 4297.943, 0.938, 0.386, 0.218, 0.030, 1580, 1148, 11, 50, 52, 55, 52, 10.199, 8.081, 10.891, 7.000
18:58:30.301, 4298.934, 1.140, 0.402, 0.314, 0.156, 1310, 1256, 37, 49, 52, 55, 52, 12.152, 14.213, 11.467, 8.000
18:58:31.332, 4299.965, 1.274, 0.646, 0.286, 0.120, 1160, 1570, 44, 50, 52, 54, 52, 12.758, 12.136, 12.966, 14.000
18:58:32.332, 4300.965, 1.274, 0.584, 0.300, 0.120, 1160, 1539, 36, 50, 52, 54, 52, 12.155, 11.500, 12.375, 12.000
18:58:33.329, 4301.962, 1.206, 0.566, 0.276, 0.154, 1193, 1640, 50, 50, 52, 54, 52, 12.296, 11.558, 12.542, 17.000
18:58:34.333, 4302.966, 1.542, 0.612, 0.308, 0.168, 1164, 1873, 59, 50, 52, 55, 52, 12.919, 13.366, 12.769, 11.000
18:58:35.326, 4303.959, 1.408, 0.682, 0.330, 0.176, 1137, 1812, 54, 50, 52, 56, 52, 12.296, 11.558, 12.542, 20.000
18:58:36.316, 4304.949, 1.140, 0.488, 0.286, 0.132, 1096, 1858, 69, 50, 52, 56, 52, 12.167, 13.198, 11.824, 13.000
18:58:37.316, 4305.949, 2.080, 0.660, 0.388, 0.354, 1213, 1983, 111, 50, 52, 54, 52, 12.453, 11.443, 12.791, 28.000
18:58:38.297, 4306.930, 0.738, 0.364, 0.190, 0.074, 1167, 1360, 25, 50, 52, 54, 52, 9.579, 8.163, 10.051, 7.000
18:58:39.304, 4307.937, 0.670, 0.308, 0.182, 0.034, 1488, 1069, 10, 50, 52, 55, 52, 9.441, 6.965, 10.265, 7.000
18:58:40.313, 4308.946, 0.738, 0.422, 0.218, 0.012, 1656, 1064, 10, 50, 52, 55, 52, 10.727, 10.837, 10.691, 6.000
18:58:41.315, 4309.948, 0.738, 0.396, 0.194, 0.034, 1620, 1050, 10, 50, 52, 54, 51, 9.850, 8.458, 10.316, 6.000
18:58:42.321, 4310.954, 1.206, 0.476, 0.300, 0.154, 1230, 1650, 76, 50, 52, 55, 52, 12.891, 12.060, 13.167, 10.000
18:58:43.321, 4311.954, 0.872, 0.466, 0.214, 0.026, 1394, 1235, 11, 50, 52, 55, 52, 10.311, 8.955, 10.762, 8.000
18:58:44.310, 4312.943, 0.738, 0.340, 0.198, 0.038, 1340, 1262, 14, 50, 52, 54, 52, 10.227, 10.050, 10.287, 7.000
18:58:45.313, 4313.946, 1.072, 0.386, 0.222, 0.072, 1375, 1377, 28, 50, 52, 55, 51, 9.787, 8.081, 10.351, 6.000
18:58:46.310, 4314.943, 0.872, 0.376, 0.218, 0.060, 1266, 1504, 22, 50, 52, 55, 52, 10.138, 9.000, 10.518, 7.000
18:58:47.301, 4315.934, 1.006, 0.548, 0.352, 0.080, 1803, 1342, 30, 50, 52, 55, 52, 17.003, 36.869, 10.403, 14.000
18:58:48.301, 4316.934, 0.804, 0.292, 0.184, 0.048, 1480, 1086, 26, 50, 52, 55, 52, 9.524, 8.458, 9.883, 8.000
18:58:49.322, 4317.955, 1.342, 0.534, 0.282, 0.134, 1356, 1404, 54, 50, 52, 55, 52, 12.485, 12.808, 12.378, 8.000
18:58:50.330, 4318.963, 1.206, 0.560, 0.318, 0.136, 1316, 1356, 46, 50, 52, 55, 52, 12.779, 13.366, 12.583, 11.000
18:58:51.331, 4319.964, 1.476, 0.592, 0.298, 0.136, 1218, 1628, 41, 50, 52, 55, 52, 13.200, 14.925, 12.625, 11.000
18:58:52.329, 4320.962, 1.408, 0.590, 0.284, 0.126, 1130, 1673, 38, 50, 52, 55, 52, 12.390, 11.558, 12.667, 16.000
18:58:53.320, 4321.953, 1.206, 0.570, 0.306, 0.154, 1192, 1615, 41, 50, 52, 55, 52, 12.704, 12.563, 12.752, 11.000
18:58:54.324, 4322.957, 1.274, 0.534, 0.296, 0.138, 1125, 1808, 36, 50, 52, 55, 52, 12.140, 12.000, 12.187, 18.000
18:58:55.330, 4323.963, 1.476, 0.646, 0.310, 0.170, 1099, 1601, 61, 50, 52, 54, 52, 12.515, 9.901, 13.388, 23.000
18:58:56.319, 4324.951, 0.804, 0.396, 0.222, 0.036, 1230, 1507, 80, 50, 52, 55, 52, 11.139, 11.168, 11.130, 23.000
18:58:57.305, 4325.938, 0.872, 0.326, 0.206, 0.036, 1477, 1128, 49, 50, 52, 55, 52, 9.518, 8.122, 9.983, 3.000
18:58:58.304, 4326.937, 0.804, 0.336, 0.238, 0.060, 1450, 1307, 25, 49, 52, 55, 52, 9.762, 9.000, 10.017, 14.000
18:58:59.300, 4327.933, 0.670, 0.306, 0.240, 0.056, 1379, 1255, 20, 49, 52, 56, 51, 9.774, 9.500, 9.866, 17.000
18:59:00.310, 4328.943, 0.938, 0.342, 0.258, 0.082, 1356, 1234, 33, 49, 52, 55, 51, 10.794, 10.945, 10.744, 7.000
18:59:01.331, 4329.964, 1.342, 0.568, 0.266, 0.090, 1065, 1658, 52, 50, 52, 55, 52, 12.103, 10.732, 12.561, 19.000
18:59:02.305, 4330.938, 0.670, 0.338, 0.194, 0.010, 1321, 1296, 46, 50, 52, 55, 52, 9.962, 9.184, 10.221, 22.000
18:59:03.304, 4331.937, 0.670, 0.320, 0.216, 0.088, 1558, 944, 21, 50, 52, 55, 51, 9.422, 8.040, 9.883, 22.000
18:59:04.311, 4332.943, 0.738, 0.368, 0.206, 0.060, 1562, 989, 19, 49, 52, 54, 51, 10.422, 10.891, 10.265, 15.000
18:59:05.313, 4333.946, 0.738, 0.362, 0.216, 0.056, 1486, 1030, 17, 50, 52, 55, 51, 9.875, 9.045, 10.150, 6.000
18:59:06.302, 4334.935, 0.670, 0.296, 0.186, 0.068, 1646, 982, 32, 50, 52, 55, 52, 9.747, 9.645, 9.781, 6.000
18:59:07.301, 4335.934, 1.006, 0.302, 0.204, 0.068, 1467, 1117, 25, 50, 52, 55, 51, 10.000, 10.891, 9.699, 6.000
18:59:08.325, 4336.958, 1.342, 0.574, 0.320, 0.176, 1151, 1664, 64, 50, 52, 55, 52, 13.276, 12.745, 13.452, 14.000
18:59:09.324, 4337.957, 1.542, 0.632, 0.320, 0.164, 1230, 1729, 41, 50, 52, 56, 52, 12.594, 12.438, 12.646, 10.000
18:59:10.321, 4338.954, 1.542, 0.610, 0.352, 0.176, 1155, 1659, 57, 50, 52, 54, 52, 12.137, 12.690, 11.953, 12.000
18:59:11.326, 4339.959, 1.610, 0.608, 0.314, 0.244, 1148, 1717, 84, 50, 52, 55, 52, 12.995, 13.366, 12.871, 9.000
18:59:12.330, 4340.963, 1.610, 0.656, 0.322, 0.178, 1155, 1737, 55, 50, 52, 55, 51, 12.219, 11.500, 12.458, 14.000
18:59:13.323, 4341.956, 1.408, 0.580, 0.300, 0.140, 1144, 1966, 44, 50, 52, 55, 51, 12.232, 12.563, 12.121, 13.000
18:59:14.323, 4342.956, 1.542, 0.604, 0.376, 0.236, 1079, 1738, 90, 50, 52, 55, 51, 12.329, 10.500, 12.935, 29.000
18:59:15.302, 4343.935, 0.602, 0.306, 0.190, 0.036, 1357, 1194, 8, 50, 52, 56, 51, 9.949, 9.231, 10.187, 9.000
18:59:16.311, 4344.944, 0.738, 0.364, 0.208, 0.030, 1562, 932, 14, 50, 52, 55, 51, 10.272, 9.852, 10.413, 8.000
18:59:17.312, 4345.945, 0.872, 0.410, 0.358, 0.024, 1547, 923, 11, 50, 52, 54, 51, 14.232, 27.363, 9.833, 7.000
18:59:18.311, 4346.944, 0.804, 0.354, 0.192, 0.050, 1738, 906, 22, 50, 52, 55, 51, 9.762, 8.543, 10.167, 11.000
18:59:19.306, 4347.939, 0.738, 0.316, 0.206, 0.060, 1650, 899, 12, 50, 52, 55, 52, 10.176, 10.050, 10.218, 7.000
18:59:20.312, 4348.945, 0.872, 0.416, 0.250, 0.058, 1510, 1237, 20, 50, 52, 54, 51, 12.204, 15.920, 10.963, 21.000
18:59:21.304, 4349.937, 0.738, 0.338, 0.218, 0.070, 1565, 1159, 21, 50, 52, 55, 51, 9.962, 10.050, 9.933, 10.000
18:59:22.300, 4350.933, 0.670, 0.306, 0.230, 0.052, 1343, 1241, 22, 50, 52, 55, 52, 9.811, 9.596, 9.883, 8.000
18:59:23.306, 4351.939, 0.938, 0.358, 0.232, 0.088, 1395, 1141, 20, 50, 52, 54, 51, 10.507, 10.345, 10.561, 8.000
18:59:24.300, 4352.933, 0.670, 0.334, 0.218, 0.064, 1440, 923, 18, 50, 52, 55, 51, 9.698, 8.586, 10.067, 10.000
18:59:25.304, 4353.937, 0.738, 0.322, 0.214, 0.048, 1577, 884, 10, 50, 52, 55, 51, 9.589, 8.458, 9.967, 5.000
18:59:26.311, 4354.944, 1.072, 0.460, 0.282, 0.118, 1439, 1483, 34, 50, 52, 54, 51, 11.970, 12.500, 11.794, 17.000
18:59:27.331, 4355.964, 1.274, 0.604, 0.300, 0.128, 1165, 1562, 48, 50, 52, 55, 51, 12.240, 11.707, 12.418, 11.000
18:59:28.326, 4356.959, 1.342, 0.574, 0.284, 0.100, 1213, 1367, 36, 50, 52, 55, 51, 12.843, 12.000, 13.123, 15.000
18:59:29.336, 4357.969, 1.274, 0.624, 0.304, 0.148, 1150, 1752, 43, 50, 52, 55, 51, 12.344, 11.940, 12.479, 15.000
18:59:30.336, 4358.969, 1.744, 0.832, 0.352, 0.128, 1185, 1624, 31, 50, 52, 55, 52, 14.500, 14.070, 14.642, 17.000
18:59:31.329, 4359.962, 1.274, 0.572, 0.306, 0.126, 1141, 1772, 48, 50, 52, 55, 52, 12.358, 12.563, 12.290, 12.000
18:59:32.329, 4360.962, 1.476, 0.604, 0.318, 0.188, 1209, 1647, 45, 50, 52, 55, 52, 12.935, 13.000, 12.914, 15.000
18:59:33.321, 4361.954, 1.810, 0.634, 0.342, 0.206, 1091, 1668, 66, 50, 52, 55, 52, 11.944, 9.596, 12.733, 31.000
18:59:34.305, 4362.938, 0.738, 0.336, 0.222, 0.096, 1166, 1444, 17, 50, 52, 54, 52, 10.859, 12.060, 10.455, 11.000
18:59:35.304, 4363.936, 0.872, 0.322, 0.206, 0.062, 1398, 1164, 21, 50, 52, 54, 52, 10.013, 9.091, 10.316, 7.000
18:59:36.304, 4364.937, 0.872, 0.338, 0.208, 0.056, 1430, 1008, 16, 50, 52, 54, 51, 9.988, 9.950, 10.000, 16.000
18:59:37.300, 4365.932, 0.468, 0.254, 0.188, 0.032, 1497, 833, 12, 50, 52, 55, 52, 9.584, 9.045, 9.764, 6.000
18:59:38.308, 4366.941, 0.738, 0.338, 0.192, 0.018, 1522, 893, 9, 50, 52, 55, 51, 9.889, 8.458, 10.362, 12.000
18:59:39.316, 4367.949, 1.006, 0.446, 0.258, 0.100, 1367, 1364, 67, 50, 52, 55, 51, 11.743, 10.945, 12.007, 29.000
18:59:40.316, 4368.949, 0.738, 0.428, 0.236, 0.054, 1766, 976, 13, 50, 52, 55, 52, 10.163, 10.050, 10.201, 18.000
18:59:41.313, 4369.946, 0.670, 0.374, 0.216, 0.046, 1791, 930, 17, 49, 52, 55, 52, 10.250, 9.950, 10.351, 7.000
18:59:42.313, 4370.946, 0.670, 0.364, 0.220, 0.046, 1713, 969, 26, 50, 52, 56, 52, 9.988, 8.955, 10.333, 9.000
18:59:43.310, 4371.943, 0.670, 0.338, 0.204, 0.064, 1613, 1016, 103, 50, 52, 54, 51, 9.572, 7.614, 10.218, 9.000
18:59:44.306, 4372.939, 0.938, 0.344, 0.224, 0.108, 1510, 1180, 24, 50, 52, 55, 52, 10.013, 10.448, 9.866, 17.000
18:59:45.308, 4373.941, 1.206, 0.428, 0.314, 0.164, 1330, 1412, 51, 50, 52, 55, 52, 11.985, 13.433, 11.500, 16.000
18:59:46.326, 4374.959, 1.476, 0.620, 0.320, 0.174, 1132, 1784, 63, 50, 52, 54, 51, 12.408, 11.823, 12.602, 11.000
18:59:47.324, 4375.957, 1.676, 0.566, 0.418, 0.144, 1248, 1521, 52, 50, 52, 55, 52, 16.771, 29.146, 12.667, 17.000
18:59:48.330, 4376.963, 1.810, 0.678, 0.352, 0.200, 1289, 1541, 57, 49, 52, 55, 52, 12.779, 12.871, 12.748, 12.000
18:59:49.322, 4377.955, 1.408, 0.554, 0.314, 0.168, 1156, 1727, 43, 49, 52, 55, 52, 12.121, 11.675, 12.269, 8.000
18:59:50.331, 4378.964, 1.542, 0.634, 0.306, 0.132, 1133, 1680, 39, 50, 52, 54, 52, 12.438, 12.871, 12.292, 8.000
18:59:51.323, 4379.956, 1.610, 0.628, 0.326, 0.126, 1153, 1548, 39, 50, 52, 53, 51, 12.563, 12.060, 12.730, 18.000
18:59:52.321, 4380.954, 0.804, 0.408, 0.220, 0.010, 1067, 1469, 48, 50, 52, 54, 52, 11.610, 12.060, 11.462, 26.000
18:59:53.316, 4381.949, 0.872, 0.426, 0.212, 0.042, 1651, 1115, 18, 50, 52, 54, 52, 10.038, 8.543, 10.535, 6.000
18:59:54.304, 4382.937, 0.602, 0.320, 0.214, 0.046, 1714, 991, 29, 50, 52, 55, 52, 10.493, 11.558, 10.135, 6.000
18:59:55.311, 4383.944, 0.738, 0.360, 0.198, 0.034, 1648, 1106, 33, 50, 52, 54, 52, 9.714, 8.458, 10.133, 12.000
18:59:56.310, 4384.943, 0.938, 0.362, 0.246, 0.060, 1769, 1095, 28, 49, 52, 55, 52, 9.887, 9.500, 10.017, 8.000
18:59:57.298, 4385.931, 0.738, 0.288, 0.224, 0.080, 1299, 1209, 28, 49, 52, 55, 52, 9.506, 8.629, 9.797, 9.000
18:59:58.299, 4386.932, 1.408, 0.498, 0.312, 0.228, 1370, 1375, 53, 50, 52, 55, 51, 12.110, 10.945, 12.500, 23.000
18:59:59.315, 4387.948, 0.804, 0.394, 0.248, 0.074, 1115, 1548, 21, 49, 52, 55, 51, 10.811, 10.345, 10.966, 11.000
19:00:00.313, 4388.946, 1.006, 0.500, 0.282, 0.076, 1397, 1265, 27, 50, 52, 54, 52, 10.289, 9.596, 10.518, 6.000
19:00:01.303, 4389.936, 0.536, 0.302, 0.230, 0.048, 1186, 1305, 11, 50, 52, 55, 51, 9.886, 10.050, 9.831, 6.000
